Sentence,Class
Ask people to know what they want to eat and what they are allergic to,Relevant
Write a list of proposition of meal ,Relevant
Send the list to guest,Relevant
Wait for an answer,Relevant
Write the final decision,Relevant
Send the final decision to guest,Relevant
Search for a dress code,Relevant
When the dress code is finding  send it to guest,Relevant
Everything is ready  so know we need just to wait ,Relevant
Two days before New Year we need to buy food,Relevant
One day before New Year we need to prepare food,Relevant
The process is finished when the place is decorated,Relevant
The sorting center receives the raw materials,Relevant
The employees recover only plastic parts ,Relevant
For example  labels or metal parts are discarded ,Irrelevant
The workers  separate the plastics according to their color,Relevant
The selected plastic parts are then sent to the regenerating factory,Relevant
Each color category is seprately crushed and shredded ,Relevant
The plastics are then introduced into industrial washers,Relevant
The plastic parts go through drying centrifuges,Relevant
The materials are then mixed by machines until the material is homogeneous,Relevant
The heating walls of this same machine form a uniform paste while color is also aded ,Relevant
The paste is then filtered out of the machine,Relevant
The paste is analyzed by the quality control department,Relevant
The portions that didn t pass the check are returned  to be re filtered again,Relevant
The portions that pass this check are stored and the recycling process end up here,Relevant
The customer places an order via the application,Relevant
For example  one burger and two fries,Irrelevant
The restaurant in question is notified that an new order has been placed,Relevant
The restaurant s employees  prepare the order,Relevant
At the same time  a deliveryman receives a notification in which he either agree to deliver the order or not,Relevant
If the deliveryman decline the delivery  the delivery request is sent to another deliverer,Relevant
This process continues until a deliverer accepts the delivery,Relevant
A deliveryman accepts the delivery,Relevant
The deliveryman goes to pick up the order,Relevant
The delivrer retrives the order ,Relevant
The deliveryman confirms the order s reception via the application ,Relevant
The deliveryman strats a race via the application,Relevant
At the same time  the customer is notified of the start of the race ,Relevant
The deliveryman notifies the customer through the app when he arrives,Relevant
The customer takes the order,Relevant
The deliveryman confirms that the order has been delivered via the application ,Relevant
The customer receives a delivery confirmations by email and the process ends up here,Relevant
The customer enters his order on the application,Relevant
The shopper selects the shop he wants to collect at ,Relevant
The shop placed in Liège for example,Irrelevant
The shopper then confirms the order,Relevant
The shop in question is notified that a new order has been placed ,Relevant
Then a store member assembles the order,Relevant
A staff member informs the customer that his order is ready to be picked up by email,Relevant
If  collecting deadline has passed  the employee cancel the order by email the employee puts the items back in store and the process ends up here,Relevant
If the customer comes to pick his order in time  each item of the order is scanned,Relevant
The employee propose equivalent items if the original ones weren’t available and then the client approves the final order,Relevant
The customer pays by cash or by card ,Relevant
The customer takes his order,Relevant
The client receives an email confirmation and the process is completed,Relevant
The traveller enters thes airport ,Relevant
The traveller locates his flight check in counter on the board,Relevant
If the counter check is closed  the traveller waits until it s open but If it is open  the traveller can already get in line ,Relevant
